Year,TeamID,PlayerID
1871,0,784
1871,0,829
1871,0,1314
1871,0,3276
1871,0,6397
1871,0,8203
1871,0,11229
1871,0,15050
1871,0,16018
1871,0,18548
1871,0,18552
1871,1,1767
1871,1,4606
1871,1,5454
1871,1,7655
1871,1,8988
1871,1,10804
1871,1,13433
1871,1,15619
1871,1,17121
1871,1,18475
1871,1,18746
1871,2,221
1871,2,876
1871,2,908
1871,2,2549
1871,2,5058
1871,2,8369
1871,2,8960
1871,2,12831
1871,2,13619
1871,2,13738
1871,2,16552
1871,2,18037
1871,2,18046
1871,3,435
1871,3,809
1871,3,1283
1871,3,2542
1871,3,4041
1871,3,4429
1871,3,5470
1871,3,6254
1871,3,6844
1871,3,8806
1871,3,9158
1871,3,9704
1871,3,10670
1871,3,10943
1871,3,11583
1871,3,13323
1871,3,13757
1871,3,15327
1871,4,4825
1871,4,5190
1871,4,5382
1871,4,7152
1871,4,7548
1871,4,11560
1871,4,12996
1871,4,13058
1871,4,15770
1871,4,16183
1871,4,18448
1871,5,988
1871,5,1191
1871,5,1225
1871,5,3801
1871,5,5338
1871,5,7501
1871,5,10393
1871,5,10816
1871,5,11404
1871,5,13624
1871,5,13787
1871,5,13938
1871,5,15336
1871,6,100
1871,6,382
1871,6,745
1871,6,1311
1871,6,5313
1871,6,5717
1871,6,6903
1871,6,7144
1871,6,10237
1871,6,14831
1871,6,16313
1871,7,20
1871,7,984
1871,7,1062
1871,7,3317
1871,7,3575
1871,7,5423
1871,7,5434
1871,7,8997
1871,7,11012
1871,7,11179
1871,7,13415
1871,7,18641
1871,8,225
1871,8,952
1871,8,1229
1871,8,1749
1871,8,2253
1871,8,5472
1871,8,6210
1871,8,6841
1871,8,9711
1871,8,11562
1871,8,12447
1871,8,16194
1871,8,16581
1871,8,17791
1871,8,18080
1872,9,2542
1872,9,3575
1872,9,5313
1872,9,5472
1872,9,6841
1872,9,7144
1872,9,7548
1872,9,10670
1872,9,11562
1872,9,13415
1872,9,13787
1872,9,18641
1872,10,220
1872,10,222
1872,10,225
1872,10,1238
1872,10,3100
1872,10,5382
1872,10,5393
1872,10,5975
1872,10,7730
1872,10,8040
1872,10,8329
1872,10,8722
1872,10,9754
1872,10,10397
1872,10,10547
1872,10,10609
1872,10,10943
1872,10,10959
1872,10,12252
1872,10,12697
1872,10,12996
1872,10,15946
1872,10,15944
1872,10,16565
1872,10,18475
1872,10,18746
1872,11,759
1872,11,807
1872,11,876
1872,11,984
1872,11,1570
1872,11,1887
1872,11,2018
1872,11,2167
1872,11,2985
1872,11,4087
1872,11,4466
1872,11,5190
1872,11,5803
