GameID,ID
ATL201507030,1191
BOS201507030,1192
CHA201507030,1193
CHN201507030,1194
CIN201507030,1195
DET201507030,1196
KCA201507030,1197
LAN201507030,1198
NYA201507030,1199
OAK201507030,1200
PIT201507030,1201
SLN201507030,1202
TEX201507030,1203
WAS201507030,1204
ARI201507040,1205
ATL201507040,1206
BOS201507040,1207
CHA201507040,1208
CHN201507040,1209
CIN201507040,1210
DET201507040,1211
KCA201507040,1212
LAN201507040,1213
NYA201507040,1214
OAK201507040,1215
PIT201507040,1216
SLN201507040,1217
TEX201507040,1218
WAS201507040,1219
ARI201507050,1220
ATL201507050,1221
BOS201507050,1222
CHA201507050,1223
CHN201507050,1224
CIN201507050,1225
DET201507050,1226
KCA201507050,1227
LAN201507050,1228
NYA201507050,1229
OAK201507050,1230
PIT201507050,1231
SLN201507050,1232
TEX201507050,1233
WAS201507050,1234
CHA201507060,1235
CHN201507060,1236
CLE201507060,1237
LAN201507060,1238
MIL201507060,1239
MIN201507060,1240
PIT201507060,1241
SEA201507060,1242
SFN201507060,1243
WAS201507060,1244
BOS201507070,1245
CHA201507070,1246
CHN201507071,1247
CHN201507072,1248
CLE201507070,1249
COL201507070,1250
KCA201507071,1251
KCA201507072,1252
LAN201507070,1253
MIL201507070,1254
MIN201507070,1255
NYA201507070,1256
PIT201507070,1257
SEA201507070,1258
SFN201507070,1259
TEX201507070,1260
WAS201507070,1261
BOS201507080,1262
CHA201507080,1263
CHN201507080,1264
CLE201507080,1265
COL201507080,1266
KCA201507080,1267
LAN201507080,1268
MIL201507080,1269
MIN201507080,1270
NYA201507080,1271
PIT201507080,1272
SEA201507080,1273
SFN201507080,1274
TEX201507080,1275
CHA201507090,1276
CLE201507090,1277
COL201507090,1278
KCA201507090,1279
LAN201507090,1280
MIA201507090,1281
MIN201507090,1282
NYA201507090,1283
PIT201507090,1284
SEA201507090,1285
BAL201507100,1286
BOS201507100,1287
CHN201507100,1288
CLE201507100,1289
COL201507100,1290
KCA201507100,1291
LAN201507100,1292
MIA201507100,1293
MIN201507100,1294
NYN201507100,1295
PIT201507100,1296
SEA201507100,1297
SFN201507100,1298
TBA201507100,1299
TEX201507100,1300
BAL201507110,1301
BOS201507110,1302
CHN201507110,1303
CLE201507110,1304
COL201507110,1305
KCA201507110,1306
LAN201507110,1307
MIA201507110,1308
MIN201507110,1309
NYN201507110,1310
PIT201507110,1311
SEA201507110,1312
SFN201507110,1313
TBA201507110,1314
TEX201507110,1315
BAL201507120,1316
BOS201507120,1317
CHN201507120,1318
CLE201507120,1319
COL201507120,1320
KCA201507120,1321
LAN201507120,1322
MIA201507120,1323
MIN201507120,1324
NYN201507120,1325
PIT201507120,1326
SEA201507120,1327
SFN201507120,1328
TBA201507120,1329
TEX201507120,1330
ANA201507170,1331
ARI201507170,1332
ATL201507170,1333
CHA201507171,1334
CHA201507172,1335
CIN201507170,1336
DET201507170,1337
HOU201507170,1338
MIL201507170,1339
NYA201507170,1340
OAK201507170,1341
PHI201507170,1342
SDN201507170,1343
SLN201507170,1344
TOR201507170,1345
WAS201507170,1346
ANA201507180,1347
ARI201507180,1348
ATL201507180,1349
CHA201507180,1350
CIN201507180,1351
DET201507180,1352
HOU201507180,1353
MIL201507180,1354
NYA201507180,1355
OAK201507180,1356
PHI201507180,1357
SDN201507180,1358
SLN201507180,1359
TOR201507180,1360
WAS201507180,1361
ARI201507190,1362
ATL201507190,1363
CHA201507190,1364
CIN201507190,1365
DET201507190,1366
HOU201507190,1367
MIL201507190,1368
NYA201507190,1369
OAK201507190,1370
PHI201507190,1371
SLN201507190,1372
TOR201507190,1373
WAS201507190,1374
ANA201507201,1375
ANA201507202,1376
ARI201507200,1377
ATL201507200,1378
CIN201507200,1379
COL201507200,1380
DET201507200,1381
KCA201507200,1382
PHI201507200,1383
SDN201507200,1384
WAS201507200,1385
ANA201507210,1386
ARI201507210,1387
ATL201507210,1388
CHA201507210,1389
CIN201507210,1390
COL201507210,1391
DET201507210,1392
HOU201507210,1393
KCA201507210,1394
MIL201507210,1395
NYA201507210,1396
OAK201507210,1397
PHI201507210,1398
SDN201507210,1399
WAS201507210,1400
ANA201507220,1401
ARI201507220,1402
ATL201507220,1403
CHA201507220,1404
CIN201507221,1405
CIN201507222,1406
COL201507220,1407
DET201507220,1408
HOU201507220,1409
KCA201507220,1410
MIL201507220,1411
NYA201507220,1412
OAK201507220,1413
PHI201507220,1414
SDN201507220,1415
WAS201507220,1416
ANA201507230,1417
ARI201507230,1418
CLE201507230,1419
DET201507230,1420
HOU201507230,1421
NYA201507230,1422
NYN201507230,1423
OAK201507230,1424
PIT201507230,1425
SDN201507230,1426
SLN201507230,1427
ANA201507240,1428
ARI201507240,1429
BOS201507240,1430
CHN201507240,1431
CLE201507240,1432
COL201507240,1433
KCA201507240,1434
MIN201507240,1435
NYN201507240,1436
PIT201507240,1437
SDN201507240,1438
SEA201507240,1439
SFN201507240,1440
SLN201507240,1441
TBA201507240,1442
ANA201507250,1443
ARI201507250,1444
BOS201507250,1445
CHN201507250,1446
CLE201507250,1447
COL201507250,1448
KCA201507250,1449
MIN201507250,1450
NYN201507250,1451
PIT201507250,1452
SDN201507250,1453
SEA201507250,1454
SFN201507250,1455
SLN201507250,1456
TBA201507250,1457
ANA201507260,1458
ARI201507260,1459
BOS201507260,1460
CHN201507260,1461
CLE201507260,1462
COL201507260,1463
KCA201507260,1464
MIN201507260,1465
NYN201507260,1466
PIT201507260,1467
SDN201507260,1468
SEA201507260,1469
SFN201507260,1470
SLN201507260,1471
TBA201507260,1472
BAL201507270,1473
BOS201507270,1474
CHN201507270,1475
CLE201507270,1476
SEA201507270,1477
SFN201507270,1478
SLN201507270,1479
TBA201507270,1480
TEX201507270,1481
BAL201507280,1482
BOS201507280,1483
CHN201507280,1484
CLE201507280,1485
HOU201507280,1486
LAN201507280,1487
MIA201507280,1488
MIN201507280,1489
NYN201507280,1490
SEA201507280,1491
SFN201507280,1492
SLN201507280,1493
TBA201507280,1494
TEX201507280,1495
TOR201507280,1496
BAL201507290,1497
BOS201507290,1498
CHN201507290,1499
CLE201507290,1500
HOU201507290,1501
LAN201507290,1502
MIA201507290,1503
MIN201507290,1504
NYN201507290,1505
SEA201507290,1506
SFN201507290,1507
