year,ID,name
1936,26,Boston Bees
1936,104,Chicago White Sox
1936,27,Chicago Cubs
1936,86,Cincinnati Reds
1936,105,Cleveland Indians
1936,106,Detroit Tigers
1936,50,New York Giants
1936,111,New York Yankees
1936,108,Philadelphia Athletics
1936,52,Philadelphia Phillies
1936,75,Pittsburgh Pirates
1936,110,St. Louis Browns
1936,100,St. Louis Cardinals
1936,109,Washington Senators
1937,103,Boston Red Sox
1937,82,Brooklyn Dodgers
1937,26,Boston Bees
1937,104,Chicago White Sox
1937,27,Chicago Cubs
1937,86,Cincinnati Reds
1937,105,Cleveland Indians
1937,106,Detroit Tigers
1937,50,New York Giants
1937,111,New York Yankees
1937,108,Philadelphia Athletics
1937,52,Philadelphia Phillies
1937,75,Pittsburgh Pirates
1937,110,St. Louis Browns
1937,100,St. Louis Cardinals
1937,109,Washington Senators
1938,103,Boston Red Sox
1938,82,Brooklyn Dodgers
1938,26,Boston Bees
1938,104,Chicago White Sox
1938,27,Chicago Cubs
1938,86,Cincinnati Reds
1938,105,Cleveland Indians
1938,106,Detroit Tigers
1938,50,New York Giants
1938,111,New York Yankees
1938,108,Philadelphia Athletics
1938,52,Philadelphia Phillies
1938,75,Pittsburgh Pirates
1938,110,St. Louis Browns
1938,100,St. Louis Cardinals
1938,109,Washington Senators
1939,103,Boston Red Sox
1939,82,Brooklyn Dodgers
1939,26,Boston Bees
1939,104,Chicago White Sox
1939,27,Chicago Cubs
1939,86,Cincinnati Reds
1939,105,Cleveland Indians
1939,106,Detroit Tigers
1939,50,New York Giants
1939,111,New York Yankees
1939,108,Philadelphia Athletics
1939,52,Philadelphia Phillies
1939,75,Pittsburgh Pirates
1939,110,St. Louis Browns
1939,100,St. Louis Cardinals
1939,109,Washington Senators
1940,103,Boston Red Sox
1940,82,Brooklyn Dodgers
1940,26,Boston Bees
1940,104,Chicago White Sox
1940,27,Chicago Cubs
1940,86,Cincinnati Reds
1940,105,Cleveland Indians
1940,106,Detroit Tigers
1940,50,New York Giants
1940,111,New York Yankees
1940,108,Philadelphia Athletics
1940,52,Philadelphia Phillies
1940,75,Pittsburgh Pirates
1940,110,St. Louis Browns
1940,100,St. Louis Cardinals
1940,109,Washington Senators
1941,103,Boston Red Sox
1941,82,Brooklyn Dodgers
1941,26,Boston Braves
1941,104,Chicago White Sox
1941,27,Chicago Cubs
1941,86,Cincinnati Reds
1941,105,Cleveland Indians
1941,106,Detroit Tigers
1941,50,New York Giants
1941,111,New York Yankees
1941,108,Philadelphia Athletics
1941,52,Philadelphia Phillies
1941,75,Pittsburgh Pirates
1941,110,St. Louis Browns
1941,100,St. Louis Cardinals
1941,109,Washington Senators
1942,103,Boston Red Sox
1942,82,Brooklyn Dodgers
1942,26,Boston Braves
1942,104,Chicago White Sox
1942,27,Chicago Cubs
1942,86,Cincinnati Reds
1942,105,Cleveland Indians
1942,106,Detroit Tigers
1942,50,New York Giants
1942,111,New York Yankees
1942,108,Philadelphia Athletics
1942,52,Philadelphia Phillies
1942,75,Pittsburgh Pirates
1942,110,St. Louis Browns
1942,100,St. Louis Cardinals
1942,109,Washington Senators
1943,103,Boston Red Sox
1943,82,Brooklyn Dodgers
1943,26,Boston Braves
1943,104,Chicago White Sox
1943,27,Chicago Cubs
1943,86,Cincinnati Reds
1943,105,Cleveland Indians
1943,106,Detroit Tigers
1943,50,New York Giants
1943,111,New York Yankees
1943,108,Philadelphia Athletics
1943,52,Philadelphia Blue Jays
1943,75,Pittsburgh Pirates
1943,110,St. Louis Browns
1943,100,St. Louis Cardinals
1943,109,Washington Senators
1944,103,Boston Red Sox
1944,82,Brooklyn Dodgers
1944,26,Boston Braves
1944,104,Chicago White Sox
1944,27,Chicago Cubs
1944,86,Cincinnati Reds
1944,105,Cleveland Indians
1944,106,Detroit Tigers
1944,50,New York Giants
1944,111,New York Yankees
1944,108,Philadelphia Athletics
1944,52,Philadelphia Blue Jays
1944,75,Pittsburgh Pirates
1944,110,St. Louis Browns
1944,100,St. Louis Cardinals
1944,109,Washington Senators
1945,103,Boston Red Sox
1945,82,Brooklyn Dodgers
1945,26,Boston Braves
1945,104,Chicago White Sox
1945,27,Chicago Cubs
1945,86,Cincinnati Reds
1945,105,Cleveland Indians
1945,106,Detroit Tigers
1945,50,New York Giants
1945,111,New York Yankees
1945,108,Philadelphia Athletics
1945,52,Philadelphia Phillies
1945,75,Pittsburgh Pirates
1945,110,St. Louis Browns
1945,100,St. Louis Cardinals
1945,109,Washington Senators
1946,103,Boston Red Sox
1946,82,Brooklyn Dodgers
1946,26,Boston Braves
1946,104,Chicago White Sox
1946,27,Chicago Cubs
1946,86,Cincinnati Reds
1946,105,Cleveland Indians
1946,106,Detroit Tigers
1946,50,New York Giants
1946,111,New York Yankees
1946,108,Philadelphia Athletics
1946,52,Philadelphia Phillies
1946,75,Pittsburgh Pirates
1946,110,St. Louis Browns
1946,100,St. Louis Cardinals
1946,109,Washington Senators
1947,103,Boston Red Sox
1947,82,Brooklyn Dodgers
1947,26,Boston Braves
1947,104,Chicago White Sox
1947,27,Chicago Cubs
1947,86,Cincinnati Reds
1947,105,Cleveland Indians
1947,106,Detroit Tigers
1947,50,New York Giants
1947,111,New York Yankees
1947,108,Philadelphia Athletics
1947,52,Philadelphia Phillies
1947,75,Pittsburgh Pirates
1947,110,St. Louis Browns
1947,100,St. Louis Cardinals
1947,109,Washington Senators
1948,103,Boston Red Sox
1948,82,Brooklyn Dodgers
1948,26,Boston Braves
1948,104,Chicago White Sox
1948,27,Chicago Cubs
1948,86,Cincinnati Reds
1948,105,Cleveland Indians
1948,106,Detroit Tigers
1948,50,New York Giants
1948,111,New York Yankees
1948,108,Philadelphia Athletics
1948,52,Philadelphia Phillies
1948,75,Pittsburgh Pirates
1948,110,St. Louis Browns
1948,100,St. Louis Cardinals
1948,109,Washington Senators
1949,103,Boston Red Sox
1949,82,Brooklyn Dodgers
1949,26,Boston Braves
1949,104,Chicago White Sox
1949,27,Chicago Cubs
1949,86,Cincinnati Reds
1949,105,Cleveland Indians
1949,106,Detroit Tigers
1949,50,New York Giants
1949,111,New York Yankees
1949,108,Philadelphia Athletics
1949,52,Philadelphia Phillies
1949,75,Pittsburgh Pirates
1949,110,St. Louis Browns
1949,100,St. Louis Cardinals
1949,109,Washington Senators
1950,103,Boston Red Sox
1950,82,Brooklyn Dodgers
1950,26,Boston Braves
1950,104,Chicago White Sox
1950,27,Chicago Cubs
1950,86,Cincinnati Reds
1950,105,Cleveland Indians
1950,106,Detroit Tigers
1950,50,New York Giants
1950,111,New York Yankees
1950,108,Philadelphia Athletics
1950,52,Philadelphia Phillies
1950,75,Pittsburgh Pirates
1950,110,St. Louis Browns
1950,100,St. Louis Cardinals
1950,109,Washington Senators
1951,103,Boston Red Sox
1951,82,Brooklyn Dodgers
1951,26,Boston Braves
1951,104,Chicago White Sox
1951,27,Chicago Cubs
1951,86,Cincinnati Reds
1951,105,Cleveland Indians
1951,106,Detroit Tigers
1951,50,New York Giants
1951,111,New York Yankees
1951,108,Philadelphia Athletics
1951,52,Philadelphia Phillies
1951,75,Pittsburgh Pirates
1951,110,St. Louis Browns
1951,100,St. Louis Cardinals
1951,109,Washington Senators
1952,103,Boston Red Sox
1952,82,Brooklyn Dodgers
1952,26,Boston Braves
1952,104,Chicago White Sox
1952,27,Chicago Cubs
1952,86,Cincinnati Reds
1952,105,Cleveland Indians
1952,106,Detroit Tigers
1952,50,New York Giants
1952,111,New York Yankees
1952,108,Philadelphia Athletics
1952,52,Philadelphia Phillies
1952,75,Pittsburgh Pirates
1952,110,St. Louis Browns
1952,100,St. Louis Cardinals
1952,109,Washington Senators
1953,103,Boston Red Sox
1953,82,Brooklyn Dodgers
1953,104,Chicago White Sox
1953,27,Chicago Cubs
1953,86,Cincinnati Reds
1953,105,Cleveland Indians
1953,106,Detroit Tigers
1953,121,Milwaukee Braves
1953,50,New York Giants
1953,111,New York Yankees
1953,108,Philadelphia Athletics
1953,52,Philadelphia Phillies
1953,75,Pittsburgh Pirates
1953,110,St. Louis Browns
1953,100,St. Louis Cardinals
1953,109,Washington Senators
1954,122,Baltimore Orioles
1954,103,Boston Red Sox
1954,82,Brooklyn Dodgers
1954,104,Chicago White Sox
1954,27,Chicago Cubs
1954,86,Cincinnati Redlegs
1954,105,Cleveland Indians
1954,106,Detroit Tigers
1954,121,Milwaukee Braves
1954,50,New York Giants
1954,111,New York Yankees
1954,108,Philadelphia Athletics
1954,52,Philadelphia Phillies
1954,75,Pittsburgh Pirates
1954,100,St. Louis Cardinals
1954,109,Washington Senators
1955,122,Baltimore Orioles
1955,103,Boston Red Sox
1955,82,Brooklyn Dodgers
1955,104,Chicago White Sox
1955,27,Chicago Cubs
1955,86,Cincinnati Redlegs
1955,105,Cleveland Indians
1955,106,Detroit Tigers
1955,123,Kansas City Athletics
1955,121,Milwaukee Braves
1955,50,New York Giants
1955,111,New York Yankees
1955,52,Philadelphia Phillies
1955,75,Pittsburgh Pirates
1955,100,St. Louis Cardinals
1955,109,Washington Senators
1956,122,Baltimore Orioles
1956,103,Boston Red Sox
1956,82,Brooklyn Dodgers
1956,104,Chicago White Sox
1956,27,Chicago Cubs
1956,86,Cincinnati Redlegs
1956,105,Cleveland Indians
1956,106,Detroit Tigers
1956,123,Kansas City Athletics
1956,121,Milwaukee Braves
1956,50,New York Giants
1956,111,New York Yankees
1956,52,Philadelphia Phillies
1956,75,Pittsburgh Pirates
1956,100,St. Louis Cardinals
1956,109,Washington Senators
1957,122,Baltimore Orioles
1957,103,Boston Red Sox
1957,82,Brooklyn Dodgers
1957,104,Chicago White Sox
1957,27,Chicago Cubs
1957,86,Cincinnati Redlegs
1957,105,Cleveland Indians
1957,106,Detroit Tigers
1957,123,Kansas City Athletics
1957,121,Milwaukee Braves
1957,50,New York Giants
1957,111,New York Yankees
1957,52,Philadelphia Phillies
1957,75,Pittsburgh Pirates
1957,100,St. Louis Cardinals
1957,109,Washington Senators
1958,122,Baltimore Orioles
1958,103,Boston Red Sox
1958,104,Chicago White Sox
1958,27,Chicago Cubs
1958,86,Cincinnati Redlegs
1958,105,Cleveland Indians
1958,106,Detroit Tigers
1958,123,Kansas City Athletics
1958,124,Los Angeles Dodgers
1958,121,Milwaukee Braves
1958,111,New York Yankees
1958,52,Philadelphia Phillies
1958,75,Pittsburgh Pirates
1958,125,San Francisco Giants
1958,100,St. Louis Cardinals
1958,109,Washington Senators
1959,122,Baltimore Orioles
1959,103,Boston Red Sox
1959,104,Chicago White Sox
1959,27,Chicago Cubs
1959,86,Cincinnati Redlegs
1959,105,Cleveland Indians
1959,106,Detroit Tigers
1959,123,Kansas City Athletics
1959,124,Los Angeles Dodgers
1959,121,Milwaukee Braves
1959,111,New York Yankees
1959,52,Philadelphia Phillies
1959,75,Pittsburgh Pirates
1959,125,San Francisco Giants
1959,100,St. Louis Cardinals
1959,109,Washington Senators
1960,122,Baltimore Orioles
1960,103,Boston Red Sox
1960,104,Chicago White Sox
1960,27,Chicago Cubs
1960,86,Cincinnati Reds
1960,105,Cleveland Indians
1960,106,Detroit Tigers
1960,123,Kansas City Athletics
1960,124,Los Angeles Dodgers
1960,121,Milwaukee Braves
1960,111,New York Yankees
1960,52,Philadelphia Phillies
1960,75,Pittsburgh Pirates
1960,125,San Francisco Giants
1960,100,St. Louis Cardinals
1960,109,Washington Senators
1961,122,Baltimore Orioles
1961,103,Boston Red Sox
1961,104,Chicago White Sox
1961,27,Chicago Cubs
1961,86,Cincinnati Reds
1961,105,Cleveland Indians
1961,106,Detroit Tigers
1961,123,Kansas City Athletics
1961,126,Los Angeles Angels
1961,124,Los Angeles Dodgers
1961,127,Minnesota Twins
1961,121,Milwaukee Braves
1961,111,New York Yankees
1961,52,Philadelphia Phillies
1961,75,Pittsburgh Pirates
1961,125,San Francisco Giants
1961,100,St. Louis Cardinals
1961,128,Washington Senators
1962,122,Baltimore Orioles
1962,103,Boston Red Sox
1962,104,Chicago White Sox
1962,27,Chicago Cubs
1962,86,Cincinnati Reds
1962,105,Cleveland Indians
1962,106,Detroit Tigers
1962,129,Houston Colt .45's
1962,123,Kansas City Athletics
1962,126,Los Angeles Angels
1962,124,Los Angeles Dodgers
1962,127,Minnesota Twins
1962,121,Milwaukee Braves
1962,111,New York Yankees
1962,130,New York Mets
1962,52,Philadelphia Phillies
1962,75,Pittsburgh Pirates
1962,125,San Francisco Giants
1962,100,St. Louis Cardinals
1962,128,Washington Senators
1963,122,Baltimore Orioles
1963,103,Boston Red Sox
1963,104,Chicago White Sox
1963,27,Chicago Cubs
1963,86,Cincinnati Reds
1963,105,Cleveland Indians
1963,106,Detroit Tigers
1963,129,Houston Colt .45's
1963,123,Kansas City Athletics
1963,126,Los Angeles Angels
1963,124,Los Angeles Dodgers
1963,127,Minnesota Twins
1963,121,Milwaukee Braves
1963,111,New York Yankees
1963,130,New York Mets
1963,52,Philadelphia Phillies
1963,75,Pittsburgh Pirates
1963,125,San Francisco Giants
1963,100,St. Louis Cardinals
1963,128,Washington Senators
1964,122,Baltimore Orioles
1964,103,Boston Red Sox
1964,104,Chicago White Sox
1964,27,Chicago Cubs
1964,86,Cincinnati Reds
1964,105,Cleveland Indians
1964,106,Detroit Tigers
1964,129,Houston Colt .45's
1964,123,Kansas City Athletics
1964,126,Los Angeles Angels
1964,124,Los Angeles Dodgers
1964,127,Minnesota Twins
1964,121,Milwaukee Braves
1964,111,New York Yankees
1964,130,New York Mets
1964,52,Philadelphia Phillies
1964,75,Pittsburgh Pirates
1964,125,San Francisco Giants
1964,100,St. Louis Cardinals
1964,128,Washington Senators
1965,122,Baltimore Orioles
1965,103,Boston Red Sox
1965,131,California Angels
1965,104,Chicago White Sox
1965,27,Chicago Cubs
1965,86,Cincinnati Reds
1965,105,Cleveland Indians
1965,106,Detroit Tigers
1965,129,Houston Astros
1965,123,Kansas City Athletics
1965,124,Los Angeles Dodgers
1965,127,Minnesota Twins
1965,121,Milwaukee Braves
1965,111,New York Yankees
1965,130,New York Mets
1965,52,Philadelphia Phillies
1965,75,Pittsburgh Pirates
1965,125,San Francisco Giants
1965,100,St. Louis Cardinals
1965,128,Washington Senators
1966,132,Atlanta Braves
1966,122,Baltimore Orioles
1966,103,Boston Red Sox
1966,131,California Angels
1966,104,Chicago White Sox
1966,27,Chicago Cubs
1966,86,Cincinnati Reds
1966,105,Cleveland Indians
1966,106,Detroit Tigers
1966,129,Houston Astros
1966,123,Kansas City Athletics
1966,124,Los Angeles Dodgers
1966,127,Minnesota Twins
1966,111,New York Yankees
1966,130,New York Mets
1966,52,Philadelphia Phillies
1966,75,Pittsburgh Pirates
1966,125,San Francisco Giants
1966,100,St. Louis Cardinals
1966,128,Washington Senators
1967,132,Atlanta Braves
1967,122,Baltimore Orioles
1967,103,Boston Red Sox
1967,131,California Angels
1967,104,Chicago White Sox
1967,27,Chicago Cubs
1967,86,Cincinnati Reds
1967,105,Cleveland Indians
1967,106,Detroit Tigers
1967,129,Houston Astros
1967,123,Kansas City Athletics
1967,124,Los Angeles Dodgers
1967,127,Minnesota Twins
1967,111,New York Yankees
1967,130,New York Mets
1967,52,Philadelphia Phillies
1967,75,Pittsburgh Pirates
1967,125,San Francisco Giants
1967,100,St. Louis Cardinals
1967,128,Washington Senators
1968,132,Atlanta Braves
1968,122,Baltimore Orioles
1968,103,Boston Red Sox
1968,131,California Angels
1968,104,Chicago White Sox
1968,27,Chicago Cubs
1968,86,Cincinnati Reds
1968,105,Cleveland Indians
1968,106,Detroit Tigers
1968,129,Houston Astros
1968,124,Los Angeles Dodgers
1968,127,Minnesota Twins
1968,111,New York Yankees
1968,130,New York Mets
1968,133,Oakland Athletics
1968,52,Philadelphia Phillies
1968,75,Pittsburgh Pirates
1968,125,San Francisco Giants
1968,100,St. Louis Cardinals
1968,128,Washington Senators
1969,132,Atlanta Braves
1969,122,Baltimore Orioles
1969,103,Boston Red Sox
1969,131,California Angels
1969,104,Chicago White Sox
1969,27,Chicago Cubs
1969,86,Cincinnati Reds
1969,105,Cleveland Indians
1969,106,Detroit Tigers
1969,129,Houston Astros
1969,134,Kansas City Royals
1969,124,Los Angeles Dodgers
1969,127,Minnesota Twins
1969,135,Montreal Expos
1969,111,New York Yankees
1969,130,New York Mets
1969,133,Oakland Athletics
1969,52,Philadelphia Phillies
1969,75,Pittsburgh Pirates
1969,136,San Diego Padres
1969,137,Seattle Pilots
1969,125,San Francisco Giants
1969,100,St. Louis Cardinals
1969,128,Washington Senators
1970,132,Atlanta Braves
1970,122,Baltimore Orioles
1970,103,Boston Red Sox
1970,131,California Angels
1970,104,Chicago White Sox
1970,27,Chicago Cubs
1970,86,Cincinnati Reds
1970,105,Cleveland Indians
1970,106,Detroit Tigers
1970,129,Houston Astros
1970,134,Kansas City Royals
1970,124,Los Angeles Dodgers
1970,127,Minnesota Twins
1970,138,Milwaukee Brewers
1970,135,Montreal Expos
1970,111,New York Yankees
1970,130,New York Mets
1970,133,Oakland Athletics
1970,52,Philadelphia Phillies
1970,75,Pittsburgh Pirates
1970,136,San Diego Padres
1970,125,San Francisco Giants
1970,100,St. Louis Cardinals
1970,128,Washington Senators
1971,132,Atlanta Braves
1971,122,Baltimore Orioles
1971,103,Boston Red Sox
1971,131,California Angels
1971,104,Chicago White Sox
1971,27,Chicago Cubs
1971,86,Cincinnati Reds
1971,105,Cleveland Indians
1971,106,Detroit Tigers
1971,129,Houston Astros
1971,134,Kansas City Royals
1971,124,Los Angeles Dodgers
1971,127,Minnesota Twins
1971,138,Milwaukee Brewers
1971,135,Montreal Expos
1971,111,New York Yankees
1971,130,New York Mets
1971,133,Oakland Athletics
1971,52,Philadelphia Phillies
1971,75,Pittsburgh Pirates
1971,136,San Diego Padres
1971,125,San Francisco Giants
1971,100,St. Louis Cardinals
1971,128,Washington Senators
1972,132,Atlanta Braves
1972,122,Baltimore Orioles
1972,103,Boston Red Sox
1972,131,California Angels
1972,104,Chicago White Sox
1972,27,Chicago Cubs
1972,86,Cincinnati Reds
1972,105,Cleveland Indians
1972,106,Detroit Tigers
1972,129,Houston Astros
1972,134,Kansas City Royals
1972,124,Los Angeles Dodgers
1972,127,Minnesota Twins
1972,138,Milwaukee Brewers
1972,135,Montreal Expos
1972,111,New York Yankees
1972,130,New York Mets
1972,133,Oakland Athletics
1972,52,Philadelphia Phillies
1972,75,Pittsburgh Pirates
1972,136,San Diego Padres
1972,125,San Francisco Giants
1972,100,St. Louis Cardinals
1972,139,Texas Rangers
1973,132,Atlanta Braves
1973,122,Baltimore Orioles
1973,103,Boston Red Sox
1973,131,California Angels
1973,104,Chicago White Sox
1973,27,Chicago Cubs
1973,86,Cincinnati Reds
1973,105,Cleveland Indians
1973,106,Detroit Tigers
1973,129,Houston Astros
1973,134,Kansas City Royals
1973,124,Los Angeles Dodgers
1973,127,Minnesota Twins
1973,138,Milwaukee Brewers
1973,135,Montreal Expos
1973,111,New York Yankees
1973,130,New York Mets
1973,133,Oakland Athletics
1973,52,Philadelphia Phillies
1973,75,Pittsburgh Pirates
1973,136,San Diego Padres
1973,125,San Francisco Giants
1973,100,St. Louis Cardinals
1973,139,Texas Rangers
1974,132,Atlanta Braves
1974,122,Baltimore Orioles
1974,103,Boston Red Sox
1974,131,California Angels
1974,104,Chicago White Sox
1974,27,Chicago Cubs
1974,86,Cincinnati Reds
1974,105,Cleveland Indians
1974,106,Detroit Tigers
1974,129,Houston Astros
1974,134,Kansas City Royals
1974,124,Los Angeles Dodgers
1974,127,Minnesota Twins
1974,138,Milwaukee Brewers
1974,135,Montreal Expos
1974,111,New York Yankees
1974,130,New York Mets
1974,133,Oakland Athletics
1974,52,Philadelphia Phillies
1974,75,Pittsburgh Pirates
1974,136,San Diego Padres
1974,125,San Francisco Giants
1974,100,St. Louis Cardinals
1974,139,Texas Rangers
1975,132,Atlanta Braves
1975,122,Baltimore Orioles
1975,103,Boston Red Sox
1975,131,California Angels
1975,104,Chicago White Sox
1975,27,Chicago Cubs
1975,86,Cincinnati Reds
1975,105,Cleveland Indians
1975,106,Detroit Tigers
1975,129,Houston Astros
1975,134,Kansas City Royals
1975,124,Los Angeles Dodgers
1975,127,Minnesota Twins
1975,138,Milwaukee Brewers
1975,135,Montreal Expos
1975,111,New York Yankees
1975,130,New York Mets
1975,133,Oakland Athletics
1975,52,Philadelphia Phillies
1975,75,Pittsburgh Pirates
1975,136,San Diego Padres
1975,125,San Francisco Giants
1975,100,St. Louis Cardinals
1975,139,Texas Rangers
1976,132,Atlanta Braves
1976,122,Baltimore Orioles
1976,103,Boston Red Sox
1976,131,California Angels
1976,104,Chicago White Sox
1976,27,Chicago Cubs
1976,86,Cincinnati Reds
1976,105,Cleveland Indians
1976,106,Detroit Tigers
1976,129,Houston Astros
1976,134,Kansas City Royals
1976,124,Los Angeles Dodgers
1976,127,Minnesota Twins
1976,138,Milwaukee Brewers
1976,135,Montreal Expos
1976,111,New York Yankees
1976,130,New York Mets
1976,133,Oakland Athletics
1976,52,Philadelphia Phillies
1976,75,Pittsburgh Pirates
1976,136,San Diego Padres
1976,125,San Francisco Giants
1976,100,St. Louis Cardinals
1976,139,Texas Rangers
1977,132,Atlanta Braves
1977,122,Baltimore Orioles
1977,103,Boston Red Sox
1977,131,California Angels
1977,104,Chicago White Sox
1977,27,Chicago Cubs
1977,86,Cincinnati Reds
1977,105,Cleveland Indians
1977,106,Detroit Tigers
1977,129,Houston Astros
1977,134,Kansas City Royals
1977,124,Los Angeles Dodgers
1977,127,Minnesota Twins
1977,138,Milwaukee Brewers
1977,135,Montreal Expos
1977,111,New York Yankees
1977,130,New York Mets
1977,133,Oakland Athletics
1977,52,Philadelphia Phillies
1977,75,Pittsburgh Pirates
1977,136,San Diego Padres
1977,140,Seattle Mariners
1977,125,San Francisco Giants
1977,100,St. Louis Cardinals
1977,139,Texas Rangers
1977,141,Toronto Blue Jays
1978,132,Atlanta Braves
1978,122,Baltimore Orioles
1978,103,Boston Red Sox
1978,131,California Angels
1978,104,Chicago White Sox
1978,27,Chicago Cubs
1978,86,Cincinnati Reds
1978,105,Cleveland Indians
1978,106,Detroit Tigers
1978,129,Houston Astros
1978,134,Kansas City Royals
1978,124,Los Angeles Dodgers
1978,127,Minnesota Twins
1978,138,Milwaukee Brewers
1978,135,Montreal Expos
1978,111,New York Yankees
1978,130,New York Mets
1978,133,Oakland Athletics
1978,52,Philadelphia Phillies
1978,75,Pittsburgh Pirates
1978,136,San Diego Padres
1978,140,Seattle Mariners
1978,125,San Francisco Giants
1978,100,St. Louis Cardinals
1978,139,Texas Rangers
1978,141,Toronto Blue Jays
1979,132,Atlanta Braves
1979,122,Baltimore Orioles
1979,103,Boston Red Sox
1979,131,California Angels
1979,104,Chicago White Sox
1979,27,Chicago Cubs
1979,86,Cincinnati Reds
1979,105,Cleveland Indians
1979,106,Detroit Tigers
1979,129,Houston Astros
1979,134,Kansas City Royals
1979,124,Los Angeles Dodgers
1979,127,Minnesota Twins
1979,138,Milwaukee Brewers
1979,135,Montreal Expos
1979,111,New York Yankees
1979,130,New York Mets
1979,133,Oakland Athletics
1979,52,Philadelphia Phillies
1979,75,Pittsburgh Pirates
1979,136,San Diego Padres
1979,140,Seattle Mariners
1979,125,San Francisco Giants
1979,100,St. Louis Cardinals
1979,139,Texas Rangers
1979,141,Toronto Blue Jays
1980,132,Atlanta Braves
1980,122,Baltimore Orioles
1980,103,Boston Red Sox
1980,131,California Angels
1980,104,Chicago White Sox
1980,27,Chicago Cubs
1980,86,Cincinnati Reds
1980,105,Cleveland Indians
1980,106,Detroit Tigers
1980,129,Houston Astros
1980,134,Kansas City Royals
1980,124,Los Angeles Dodgers
1980,127,Minnesota Twins
1980,138,Milwaukee Brewers
1980,135,Montreal Expos
1980,111,New York Yankees
1980,130,New York Mets
1980,133,Oakland Athletics
1980,52,Philadelphia Phillies
1980,75,Pittsburgh Pirates
1980,136,San Diego Padres
1980,140,Seattle Mariners
1980,125,San Francisco Giants
1980,100,St. Louis Cardinals
1980,139,Texas Rangers
1980,141,Toronto Blue Jays
1981,132,Atlanta Braves
1981,122,Baltimore Orioles
1981,103,Boston Red Sox
1981,131,California Angels
1981,104,Chicago White Sox
1981,27,Chicago Cubs
1981,86,Cincinnati Reds
1981,105,Cleveland Indians
1981,106,Detroit Tigers
1981,129,Houston Astros
1981,134,Kansas City Royals
1981,124,Los Angeles Dodgers
1981,127,Minnesota Twins
1981,138,Milwaukee Brewers
1981,135,Montreal Expos
1981,111,New York Yankees
1981,130,New York Mets
1981,133,Oakland Athletics
1981,52,Philadelphia Phillies
1981,75,Pittsburgh Pirates
1981,136,San Diego Padres
1981,140,Seattle Mariners
1981,125,San Francisco Giants
1981,100,St. Louis Cardinals
1981,139,Texas Rangers
1981,141,Toronto Blue Jays
1982,132,Atlanta Braves
1982,122,Baltimore Orioles
1982,103,Boston Red Sox
1982,131,California Angels
1982,104,Chicago White Sox
1982,27,Chicago Cubs
1982,86,Cincinnati Reds
1982,105,Cleveland Indians
1982,106,Detroit Tigers
1982,129,Houston Astros
1982,134,Kansas City Royals
1982,124,Los Angeles Dodgers
1982,127,Minnesota Twins
1982,138,Milwaukee Brewers
1982,135,Montreal Expos
1982,111,New York Yankees
1982,130,New York Mets
1982,133,Oakland Athletics
1982,52,Philadelphia Phillies
1982,75,Pittsburgh Pirates
1982,136,San Diego Padres
1982,140,Seattle Mariners
1982,125,San Francisco Giants
1982,100,St. Louis Cardinals
1982,139,Texas Rangers
1982,141,Toronto Blue Jays
1983,132,Atlanta Braves
1983,122,Baltimore Orioles
1983,103,Boston Red Sox
1983,131,California Angels
1983,104,Chicago White Sox
1983,27,Chicago Cubs
1983,86,Cincinnati Reds
1983,105,Cleveland Indians
1983,106,Detroit Tigers
1983,129,Houston Astros
1983,134,Kansas City Royals
1983,124,Los Angeles Dodgers
1983,127,Minnesota Twins
1983,138,Milwaukee Brewers
1983,135,Montreal Expos
1983,111,New York Yankees
1983,130,New York Mets
1983,133,Oakland Athletics
1983,52,Philadelphia Phillies
1983,75,Pittsburgh Pirates
1983,136,San Diego Padres
1983,140,Seattle Mariners
1983,125,San Francisco Giants
1983,100,St. Louis Cardinals
1983,139,Texas Rangers
1983,141,Toronto Blue Jays
1984,132,Atlanta Braves
1984,122,Baltimore Orioles
1984,103,Boston Red Sox
1984,131,California Angels
1984,104,Chicago White Sox
1984,27,Chicago Cubs
1984,86,Cincinnati Reds
1984,105,Cleveland Indians
1984,106,Detroit Tigers
1984,129,Houston Astros
1984,134,Kansas City Royals
1984,124,Los Angeles Dodgers
1984,127,Minnesota Twins
1984,138,Milwaukee Brewers
1984,135,Montreal Expos
1984,111,New York Yankees
1984,130,New York Mets
1984,133,Oakland Athletics
1984,52,Philadelphia Phillies
1984,75,Pittsburgh Pirates
1984,136,San Diego Padres
1984,140,Seattle Mariners
1984,125,San Francisco Giants
1984,100,St. Louis Cardinals
1984,139,Texas Rangers
1984,141,Toronto Blue Jays
1985,132,Atlanta Braves
1985,122,Baltimore Orioles
1985,103,Boston Red Sox
1985,131,California Angels
1985,104,Chicago White Sox
1985,27,Chicago Cubs
1985,86,Cincinnati Reds
1985,105,Cleveland Indians
1985,106,Detroit Tigers
1985,129,Houston Astros
1985,134,Kansas City Royals
1985,124,Los Angeles Dodgers
1985,127,Minnesota Twins
1985,138,Milwaukee Brewers
1985,135,Montreal Expos
1985,111,New York Yankees
1985,130,New York Mets
1985,133,Oakland Athletics
1985,52,Philadelphia Phillies
1985,75,Pittsburgh Pirates
1985,136,San Diego Padres
1985,140,Seattle Mariners
1985,125,San Francisco Giants
1985,100,St. Louis Cardinals
1985,139,Texas Rangers
1985,141,Toronto Blue Jays
1986,132,Atlanta Braves
1986,122,Baltimore Orioles
1986,103,Boston Red Sox
